Program,Site Name,City,State,Latitude,Longitude
Brownfield,Former Central Florida Automotive-N.W.,Clearwater,FL,27.982936,-82.785492
Brownfield,Former Wolfe Property,Clearwater,FL,27.983889,-82.786396
Brownfield,MLK Jr. Police Sub Station-Former Gas Station,Clearwater,FL,27.97941,-82.79198
Brownfield,Pioneer Metals,Clearwater,FL,27.89384,-82.69566
Brownfield,Washington Street Properties,Clearwater,FL,27.9625,-82.7908
Brownfield,ANA Groves Site,Clewiston,FL,26.65531,-80.99601
Brownfield,BIA Roads Building Site,Clewiston,FL,26.65644,-80.98455
Brownfield,Dusty's General Store,Clewiston,FL,26.75065,-80.94205
Brownfield,Grove Maintenance Site,Clewiston,FL,26.65372,-80.99702
Brownfield,Rock Mine Site,Clewiston,FL,26.65531,-80.983
Brownfield,Sand Mine Site,Clewiston,FL,26.65707,-81.00078
Brownfield,500 Washington Street,Cocoa,FL,28.35358,-80.73367
Brownfield,Burr-Fiske Boulevard No. 1,Cocoa,FL,28.3495,-80.7423
Brownfield,Burr-Fiske Boulevard No. 2,Cocoa,FL,28.3495,-80.7423
Brownfield,Cocoa Enterprise Center,Cocoa,FL,28.3557,-80.7435
Brownfield,Former Cocoa Post Office,Cocoa,FL,28.35538,-80.72755
Brownfield,Magnolia Pointe Development Property,Cocoa,FL,28.3548,-80.7417
Brownfield,Skyview Trailer Park,Cocoa,FL,28.352,-80.736
Brownfield,Former East Coast Asphalt,Deerfield Beach,FL,26.30372,-80.14748
Brownfield,1809 East 21st Avenue,East Tampa,FL,27.97079,-82.43892
Brownfield,East Tampa Affordable Housing #5,East Tampa,FL,27.99154,-82.4397
Brownfield,East Tampa Affordable Housing Site #10,East Tampa,FL,27.98083,-82.42787
Brownfield,East Tampa Affordable Housing Site #11,East Tampa,FL,27.97946,-82.42937
Brownfield,East Tampa Affordable Housing Site #12,East Tampa,FL,27.97716,-82.43392
Brownfield,East Tampa Affordable Housing Site #13,East Tampa,FL,27.97763,-82.43139
Brownfield,East Tampa Affordable Housing Site #14,East Tampa,FL,27.97672,-82.43239
Brownfield,East Tampa Affordable Housing Site #15,East Tampa,FL,27.96886,-82.45058
Brownfield,East Tampa Affordable Housing Site #16,East Tampa,FL,27.97215,-82.43792
Brownfield,East Tampa Affordable Housing Site #17,East Tampa,FL,27.97079,-82.43892
Brownfield,East Tampa Affordable Housing Site #18 and 19,East Tampa,FL,27.97078,-82.43943
Brownfield,East Tampa Affordable Housing Site #4,East Tampa,FL,27.99244,-82.43894
Brownfield,East Tampa Affordable Housing Site #6,East Tampa,FL,27.98695,-82.44676
Brownfield,East Tampa Affordable Housing Site #7,East Tampa,FL,27.98331,-82.44899
Brownfield,East Tampa Affordable Housing Site #8,East Tampa,FL,27.97939,-82.43649
Brownfield,East Tampa Affordable Housing Site #9,East Tampa,FL,27.98169,-82.43066
Brownfield,Heathcote Botanical Gardens Expansion Area,Ft. Pierce,FL,27.417804,-80.319535
Brownfield,Former Rinker/CSX Property,Gainesville,FL,29.64518,-82.32136
Brownfield,64th Avenue Housing Site (Proposed),Hollywood,FL,26.0248,-80.23266
Brownfield,Hollywood Trailer Park,Hollywood,FL,26.0312,-80.24681
Brownfield,Miro Corners Site,Hollywood,FL,26.04721,-80.2078
Brownfield,New Public Safety Site (Proposed),Hollywood,FL,26.04012,-80.20831
Brownfield,Immokalee Recreation Site,Immokalee,FL,26.39782,-81.41477
Brownfield,Pasture East of Water Plant Site,Immokalee,FL,26.41334,-81.41762
Brownfield,Tribe Inc. Store Site (Proposed),Immokalee,FL,26.39745,-81.41734
Brownfield,West Hammock Water Plant Site,Immokalee,FL,26.41067,-81.41626
Brownfield,Clara White Mission,Jacksonville,FL,30.33224,-81.664171
Brownfield,Second Chance Help Center,Jacksonville,FL,30.3745,-81.6851
Brownfield,Rio Civic Club,Jenson Beach,FL,27.2197,-80.2364
Brownfield,Sietsma Property,Jenson Beach,FL,27.2197,-80.2364
Brownfield,Oak Ridge Drycleaning Plant,Lake Wales,FL,27.90481,-81.59445
Brownfield,Saddlebag Lake Resort,Lake Wales,FL,27.90062,-81.4591
Brownfield,Former South Side Sanitary Landfill,Lake Worth,FL,26.85963,-80.0581
Brownfield,Lakeland Property,Lakeland,FL,28.15556,-81.92504
Brownfield,Dansville Community,Largo,FL,27,-82
Brownfield,Former Baskin Dry Cleaners,Largo,FL,27.88968,-82.80007
Brownfield,110 NW 73 Sreet,Miami,FL,25.840961,-80.198128
Brownfield,156-162 NW 73 Court; NW 1 Court; NW 2 Ave,Miami,FL,25.842075,-80.199978
Brownfield,180 NE 68 Terrace,Miami,FL,25.837668,-80.192825
Brownfield,180 NE 75 Street,Miami,FL,25.843611,-80.193236
Brownfield,185 NE 62 Terrace,Miami,FL,25.833403,-80.192673
Brownfield,19 NE 74th Street,Miami,FL,25.843237,-80.196202
Brownfield,2000 Auto Sales Inc.,Miami,FL,25.841467,-80.196883
Brownfield,220 NE 80 Terrace; 7915.... 8011 NE 2 Avenue,Miami,FL,25.848459,-80.192488
Brownfield,234-42 NE 79th Street,Miami,FL,25.847036,-80.19189
Brownfield,"244, 246, 290 NW 72 Terrace;  vacant lots",Miami,FL,25.841008,-80.202029
Brownfield,250 NE 72 Street,Miami,FL,25.840797,-80.19178
Brownfield,250-54 NE 68 Street,Miami,FL,25.83695,-80.191218
Brownfield,253 NE 73 Street,Miami,FL,25.84256,-80.190915
Brownfield,255 NE 69 Street,Miami,FL,25.838488,-80.191203
Brownfield,260 NE 70 Street,Miami,FL,25.838937,-80.191223
Brownfield,260 NE 78 Street,Miami,FL,25.846117,-80.19152
Brownfield,261 NE 78 Street,Miami,FL,25.846711,-80.191587
Brownfield,267 NE 78 Street,Miami,FL,25.846851,-80.191441
Brownfield,269 NE 69 Street,Miami,FL,25.838494,-80.190975
Brownfield,270 NE 68 Street,Miami,FL,25.836957,-80.190991
Brownfield,271 NE 69 Street,Miami,FL,25.838497,-80.190825
Brownfield,275 NE 78 Street,Miami,FL,25.846854,-80.191283
Brownfield,"276, 284 NE 80 Terrace",Miami,FL,25.848741,-80.190952
Brownfield,286 NE 67 Street,Miami,FL,25.836095,-80.191
Brownfield,"300, 320, 330 NE 71 St; 7001, 7031 NE 3 Ave",Miami,FL,25.839795,-80.190168
Brownfield,317 NE 71 Street,Miami,FL,25.840592,-80.190295
Brownfield,321 NE 79 Street,Miami,FL,25.848159,-80.190657
Brownfield,321 NW 71 Street,Miami,FL,25.840355,-80.202788
Brownfield,330 NE 70 Street,Miami,FL,25.838963,-80.189645
Brownfield,"340, 350, 360, 370 NE 71 Street",Miami,FL,25.839919,-80.189292
Brownfield,"343, 345 NE 78 Street",Miami,FL,25.846757,-80.190138
Brownfield,344 NE 70 Street,Miami,FL,25.838967,-80.189511
Brownfield,345 NE 80 Street,Miami,FL,25.848761,-80.190358
Brownfield,346 NE 82 Street,Miami,FL,25.849645,-80.190417
Brownfield,350 NE 78 Street,Miami,FL,25.84634,-80.189759
Brownfield,"355, 365, 373 NE 70 Street",Miami,FL,25.839526,-80.189422
Brownfield,"360, 372 NE 70 St; 6922 NE 4 Ave",Miami,FL,25.838693,-80.188824
Brownfield,361 NE 69 Street,Miami,FL,25.838528,-80.189201
Brownfield,376 NE 82 Terrace,Miami,FL,25.850199,-80.189566
Brownfield,380 NE 67 Street,Miami,FL,25.836118,-80.189633
Brownfield,385 NE 76 Street,Miami,FL,25.844886,-80.191009
Brownfield,385-87 NE 70 Street,Miami,FL,25.839528,-80.189548
Brownfield,399 NE 82 Terrace,Miami,FL,25.851859,-80.189058
Brownfield,401 NE 84 Street,Miami,FL,25.852718,-80.189367
Brownfield,6242 NE 2 Avenue,Miami,FL,25.833598,-80.192571
Brownfield,6400-10 NE 4 Court,Miami,FL,25.834989,-80.187828
Brownfield,6464 NE 4 Court,Miami,FL,25.835664,-80.18786
Brownfield,6500 NE 4 Avenue,Miami,FL,25.835976,-80.189332
Brownfield,6620 NE 4 Court,Miami,FL,25.836875,-80.187903
Brownfield,6767 NE 2 Avenue,Miami,FL,25.8368,-80.192098
Brownfield,6853 NE 3 Avenue,Miami,FL,25.837357,-80.189732
Brownfield,6900 NE 2 Avenue,Miami,FL,25.83888,-80.192788
Brownfield,6920 NE 2 Avenue,Miami,FL,25.839126,-80.192742
Brownfield,6930 NE 2 Avenue,Miami,FL,25.839276,-80.192749
Brownfield,"7010, 7012 NE 2 Avenue",Miami,FL,25.839672,-80.192689
Brownfield,7050 NE 2 Avenue,Miami,FL,25.839987,-80.192783
Brownfield,7120 NE 2 Avenue,Miami,FL,25.840686,-80.192808
Brownfield,7122 NW 2 Court,Miami,FL,25.840542,-80.201785
Brownfield,7240 NE 4 Court,Miami,FL,25.841705,-80.188149
Brownfield,7250 NE 4 Court,Miami,FL,25.841915,-80.188159
Brownfield,7295 NW 1 Court,Miami,FL,25.842339,-80.199487
Brownfield,7410 NW 2 Avenue,Miami,FL,25.843228,-80.201039
Brownfield,75 NW 72 Street,Miami,FL,25.841469,-80.197638
Brownfield,7501 NE 2 Avenue,Miami,FL,25.844252,-80.192248
Brownfield,7541 NE 3 Place,Miami,FL,25.844635,-80.189025
Brownfield,"7603, 7611 NE 2 Avenue",Miami,FL,25.844961,-80.192472
Brownfield,7605 NE 3 Place,Miami,FL,25.845132,-80.189052
Brownfield,7613 NE 3 Avenue,Miami,FL,25.845149,-80.191017
Brownfield,7629 NE 2 Avenue,Miami,FL,25.845393,-80.192492
Brownfield,7635 NE 2 Avenue,Miami,FL,25.845525,-80.192497
Brownfield,7640 NE 2 Court,Miami,FL,25.845535,-80.192194
Brownfield,77 NW 72 St,Miami,FL,25.841447,-80.198716
Brownfield,7811 NE 2 Avenue,Miami,FL,25.846683,-80.192322
Brownfield,7925 NE 2 Avenue,Miami,FL,25.848223,-80.192477
Brownfield,"7936, 7946 NE 3 Avenue",Miami,FL,25.848426,-80.191164
Brownfield,8051 NE 2 Ave,Miami,FL,25.849436,-80.192624
Brownfield,8191 NE 3 Place,Miami,FL,25.849719,-80.189382
Brownfield,8315 NE 3 Avenue,Miami,FL,25.851848,-80.190924
Brownfield,A.J & M Furniture Showroom; Glass-form Production,Miami,FL,25.843346,-80.19109
Brownfield,A1A Signs,Miami,FL,25.847924,-80.189768
Brownfield,ABC Bakery Supplies and Equipment,Miami,FL,25.841371,-80.199027
Brownfield,Ace Hardware; Pratt & Lambert Paint Co,Miami,FL,25.847349,-80.191182
Brownfield,Adolphe Takeout Rest. & Flea Market & Warehouse,Miami,FL,25.842174,-80.194736
Brownfield,American Dust Busters - Floor Mat People,Miami,FL,25.836942,-80.191799
Brownfield,Art Deco Dave Auto Services Inc.,Miami,FL,25.844317,-80.189012
Brownfield,Art in Metals - Miami Artistic,Miami,FL,25.83892,-80.19154
Brownfield,Auto Eruption Auto Sales; Mica ; Wholesale,Miami,FL,25.841133,-80.205703
Brownfield,Auto Resolution (240 NE 72),Miami,FL,25.841184,-80.191072
Brownfield,Bachiller Iron Works,Miami,FL,25.840588,-80.190744
Brownfield,Barton G Inc.,Miami,FL,25.835571,-80.189467
Brownfield,Bass- 355 NE 72 Terrace,Miami,FL,25.841903,-80.190335
Brownfield,Bass Industries (355); adjacent vacant property,Miami,FL,25.840525,-80.189641
Brownfield,Bell Industries,Miami,FL,25.838001,-80.188779
Brownfield,Bennett Electric Company,Miami,FL,25.838973,-80.188055
Brownfield,Best Prices-Fine Used Appliances,Miami,FL,25.840271,-80.20018
Brownfield,Biocollections Inc. Worldwide,Miami,FL,25.841087,-80.192822
Brownfield,"Bleck's Beauty, Bon Marche supermarket",Miami,FL,25.84526,-80.19233
Brownfield,Breugger's Painting,Miami,FL,25.841414,-80.202679
Brownfield,Bruce Tolman,Miami,FL,25.833453,-80.187754
Brownfield,"Builders & Home Supply, comm bldng, parking lot",Miami,FL,25.846261,-80.191844
Brownfield,Cabrera Yachts,Miami,FL,25.840951,-80.198476
Brownfield,Caramel Beauty Supply,Miami,FL,25.843419,-80.192921
Brownfield,Carruth Roofing,Miami,FL,25.840113,-80.202554
Brownfield,Cheap Auto Sales,Miami,FL,25.842351,-80.196279
Brownfield,China Caf?,Miami,FL,25.837425,-80.192627
Brownfield,Christina's Furniture,Miami,FL,25.848104,-80.191724
Brownfield,Church of God/L'Eglise De Dieu,Miami,FL,25.840916,-80.196864
Brownfield,CineVideo Tech; Aoreb Eglise Adventiste du 7 Jour,Miami,FL,25.843278,-80.18821
Brownfield,CineWorks (398 NE 79 St),Miami,FL,25.836153,-80.187883
Brownfield,CineWorks (595 NE 66 St),Miami,FL,25.836505,-80.1879
Brownfield,CK International (309 NE 79 St),Miami,FL,25.846745,-80.189072
Brownfield,CK International building and Parking lot,Miami,FL,25.84739,-80.189974
Brownfield,Classique Furniture,Miami,FL,25.847331,-80.19162
Brownfield,Coastal Export Clothing; Unidentified building,Miami,FL,25.837484,-80.188756
Brownfield,Coastal Welding; Rainbow/Sunshine Waste; Vacant,Miami,FL,25.840128,-80.200957
Brownfield,Cogent Millwork Inc.,Miami,FL,25.848791,-80.189582
Brownfield,Coin Laundry (6505 NE 2 Ave),Miami,FL,25.835851,-80.192056
Brownfield,Collins Fish and Seafood (328); vacant lot (318),Miami,FL,25.838963,-80.189792
Brownfield,Commercial Building (182 NE 75),Miami,FL,25.843689,-80.192936
Brownfield,Copy Tech (8281 NE 75),Miami,FL,25.851269,-80.192582
Brownfield,Corvette Specialists and Rondel Paint & Body,Miami,FL,25.841879,-80.20268
Brownfield,Dade Towels Hotel and Restaurant Supplies,Miami,FL,25.839373,-80.188077
Brownfield,Dafco Tracking Co.,Miami,FL,25.841884,-80.188977
Brownfield,Dafco Trading,Miami,FL,25.841472,-80.195909
Brownfield,Daily Bread Bakery,Miami,FL,25.841314,-80.19945
Brownfield,Designer's Dream Furniture,Miami,FL,25.847315,-80.192176
Brownfield,DeVilbiss Finish line,Miami,FL,25.834074,-80.187784
Brownfield,"DIS Vintage LLC, Chez Maggy International Inc.",Miami,FL,25.843295,-80.191894
Brownfield,"DJoJos Auto Sales, Shalom's Restaurant; Building",Miami,FL,25.848334,-80.189193
Brownfield,Duvertan Deus Paint and Body Shop,Miami,FL,25.840674,-80.19745
Brownfield,East-Fullei Foods & BGW Design Ltd; Vacant lot,Miami,FL,25.835135,-80.18877
Brownfield,Economy Signs,Miami,FL,25.841422,-80.200034
Brownfield,EG Cody-Home furnishing Showrooms; Building,Miami,FL,25.838674,-80.188014
Brownfield,Eglise Baptiste; Multi-tenant complex,Miami,FL,25.852405,-80.192627
Brownfield,Eglise de Dieu CAP; Restaurant,Miami,FL,25.837681,-80.192623
Brownfield,El Pequeno Gigante,Miami,FL,25.838478,-80.192756
Brownfield,Electric Sales and Services,Miami,FL,25.843363,-80.19018
Brownfield,Elyro's General Services,Miami,FL,25.836104,-80.190504
Brownfield,Emmanuel Haitian Baptist Church,Miami,FL,25.842493,-80.19185
Brownfield,Family Dollar,Miami,FL,25.849623,-80.192632
Brownfield,"Family Seafood, Yolanda Beauty Salon, Warehouse",Miami,FL,25.842724,-80.19289
Brownfield,Finest Auto Repair & Body Shop,Miami,FL,25.843172,-80.197953
Brownfield,Florida Power and Light Substation,Miami,FL,25.845851,-80.189087
Brownfield,FPL Lemon City Substation (360 NE 78 St),Miami,FL,25.84618,-80.189428
Brownfield,FPL Station (521 NW 71 St),Miami,FL,25.840806,-80.20476
Brownfield,Free Methodist Christian Community Church,Miami,FL,25.840199,-80.199033
Brownfield,Frigibar Industries,Miami,FL,25.833652,-80.187765
Brownfield,Fuller O'Brien Paints,Miami,FL,25.847343,-80.191334
Brownfield,G&C Restaurant,Miami,FL,25.84002,-80.200965
Brownfield,General Auto Seat Covers and Upholstery,Miami,FL,25.847932,-80.189533
Brownfield,Glory Apartments,Miami,FL,25.840497,-80.199414
Brownfield,God Gives Variety Store; Window Tinting; Yanes,Miami,FL,25.841654,-80.191875
Brownfield,Ground floor office-two addional levels of apts.,Miami,FL,25.852022,-80.192612
Brownfield,Hampshire Stationary & Engravers,Miami,FL,25.840197,-80.202085
Brownfield,Hispamer Ditributors Inc. (350 NE 70),Miami,FL,25.838969,-80.189374
Brownfield,"Hispamer Ditributors Inc. (350, 370 NE 75)",Miami,FL,25.843432,-80.189731
Brownfield,HNR Marine Services; Extreme Auto Repair; Bldg,Miami,FL,25.841457,-80.1984
Brownfield,Holiday Carpet Service,Miami,FL,25.838481,-80.191524
Brownfield,Industrial/Manufacturing (8020 NE 4),Miami,FL,25.8488,-80.189245
Brownfield,In-House Design,Miami,FL,25.838981,-80.188843
Brownfield,Janusz Art Stone Inc.,Miami,FL,25.839485,-80.192172
Brownfield,Jimmy Auto Repair,Miami,FL,25.841844,-80.201233
Brownfield,Joe Blair Lawnmower and Garden Supplies,Miami,FL,25.847354,-80.190616
Brownfield,KelGlo; Commercial building with no name,Miami,FL,25.842151,-80.195324
Brownfield,L.M. Beauty Supply Niclas Insurance,Miami,FL,25.833411,-80.192457
Brownfield,La Respectable Loge Star Fleming Star,Miami,FL,25.84055,-80.199032
Brownfield,La Villarna Inc.,Miami,FL,25.835565,-80.189921
Brownfield,Lake Worth Motors/ANC Import and Export,Miami,FL,25.84323,-80.196391
Brownfield,Land adjacent to Railway Line #1,Miami,FL,25.841875,-80.194235
Brownfield,Land adjacent to Railway Line #2,Miami,FL,25.84181,-80.196197
Brownfield,Land Rover Transmission-Adonai Auto,Miami,FL,25.84792,-80.189237
Brownfield,Laza Iron Works,Miami,FL,25.842006,-80.196119
Brownfield,L'Eglise de Dieu des Elus Inc.,Miami,FL,25.845048,-80.192171
Brownfield,Leonard A. Batz Senior Center,Miami,FL,25.838104,-80.192746
Brownfield,"Leon's Garage, General Mechanic",Miami,FL,25.848778,-80.189902
Brownfield,Lilienthal Art Studio,Miami,FL,25.833857,-80.187774
Brownfield,Little Haiti Garage,Miami,FL,25.84031,-80.196841
Brownfield,Little Haiti Health Clinic,Miami,FL,25.848744,-80.190721
Brownfield,Little River Firewood,Miami,FL,25.83971,-80.189001
Brownfield,Little River Preserve,Miami,FL,25.8507,-80.18867
Brownfield,Little River Press,Miami,FL,25.842622,-80.194752
Brownfield,Loge Arche de Noe Mason Lodge,Miami,FL,25.84074,-80.200505
Brownfield,Mactown Inc.,Miami,FL,25.834398,-80.192602
Brownfield,Magesco Elec; Enging Pylonflex; Best Care Agency,Miami,FL,25.839786,-80.188099
Brownfield,Mama Liz Restaurant,Miami,FL,25.843708,-80.192359
Brownfield,Marblan Machine Shop; MB Auto Repair,Miami,FL,25.841018,-80.196274
Brownfield,"Markensy Car Care Center, Residence",Miami,FL,25.841408,-80.200454
Brownfield,McArthur Dairy,Miami,FL,25.837675,-80.19137
Brownfield,MDC Housing Agency; Newberg Warehouse,Miami,FL,25.841132,-80.195086
Brownfield,Miami Auto Repair,Miami,FL,25.840023,-80.188113
Brownfield,Milano Upholstery & separate warehouse,Miami,FL,25.844911,-80.188281
Brownfield,Mini Storage Spaces,Miami,FL,25.84292,-80.189654
Brownfield,Multi-tenant (235-07 NE 79 St),Miami,FL,25.848146,-80.191909
Brownfield,Multi-Tenant (6900 NE 3 Ave),Miami,FL,25.83872,-80.190606
Brownfield,Multi-tenant Business Complex ( NE 82),Miami,FL,25.850117,-80.192394
Brownfield,Multi-tenant Commercial (200-222 NE 65 St),Miami,FL,25.83539,-80.191849
Brownfield,Multi-tenant Commercial (221 NE 65 St),Miami,FL,25.835937,-80.191682
Brownfield,Multi-tenant Commercial (6689 NE 2 Ave),Miami,FL,25.836166,-80.191929
Brownfield,Multi-tenant Commercial (6700-6750 NE 4 Ct),Miami,FL,25.837538,-80.187947
Brownfield,Multi-tenant Complex (259-69 NE 79),Miami,FL,25.848139,-80.191581
Brownfield,Multi-tenant Complex (7901 NE 2 Ave),Miami,FL,25.847789,-80.192455
Brownfield,Multi-tenant Complex (8241 NE 2 Ave),Miami,FL,25.850647,-80.192556
Brownfield,Multi-tenant Complex (8301 NE 2 Ave),Miami,FL,25.851505,-80.192591
Brownfield,Multi-tenant Complex (8325 NE 2 Ave),Miami,FL,25.851813,-80.192604
Brownfield,Multi-tenant Complex (8475 and 8433),Miami,FL,25.853303,-80.192657
Brownfield,Multi-tenant -Laundry/H&R Block/Food Store,Miami,FL,25.848031,-80.191271
Brownfield,Multi-tenant retail (165 NE 64 St),Miami,FL,25.834848,-80.192655
Brownfield,Multi-tenant Retail (6500 NE 2 Ave),Miami,FL,25.835656,-80.192646
Brownfield,Multi-tenant warehouses (NE 3 Ave and NE 69 St),Miami,FL,25.838954,-80.190131
Brownfield,"Multi-tenants, Albert Litter Studios, Florida Elec",Miami,FL,25.834491,-80.187804
Brownfield,Murphy Body Shop,Miami,FL,25.843605,-80.193393
Brownfield,"Muse Decors; Diamant; Rick Jimenez Art, ABEL",Miami,FL,25.84266,-80.190352
Brownfield,My Kid's Place Christian Daycare ( 77 St),Miami,FL,25.846324,-80.189912
Brownfield,My Kid's Place Christian Daycare (3 Ct),Miami,FL,25.846317,-80.19014
Brownfield,Navigator Power Boats,Miami,FL,25.842133,-80.189809
Brownfield,Neptune and Son Restaurant,Miami,FL,25.83085,-80.1928
Brownfield,New Revelation Curch of CMA,Miami,FL,25.842361,-80.19601
Brownfield,Nu-Way Auto Service,Miami,FL,25.840191,-80.205555
Brownfield,"Obenour Roofing, Warehouse & Vacant Lot",Miami,FL,25.843153,-80.196953
Brownfield,One Source Studios,Miami,FL,25.835342,-80.187845
Brownfield,One story warehouse (7501 NE 3 Pl),Miami,FL,25.844112,-80.189067
Brownfield,Pack Supermarket,Miami,FL,25.850441,-80.192545
Brownfield,Parking Lot (210 NE 82 St),Miami,FL,25.849581,-80.192401
Brownfield,Parking Lot (220 NW 72) & Mandy's Supermrkt,Miami,FL,25.841051,-80.200983
Brownfield,Parking Lot (253 NE 80),Miami,FL,25.849227,-80.191558
Brownfield,Parking Lot (277 NE 80),Miami,FL,25.849223,-80.19122
Brownfield,Parking lot (7125 NW 2 Ct),Miami,FL,25.840826,-80.201122
Brownfield,Parking lot (7301 NW Miami Pl),Miami,FL,25.842508,-80.197849
Brownfield,"Parking Lot and Easement (225, 227 NE 79 St)",Miami,FL,25.847862,-80.192125
Brownfield,"Parking Lots (7140, 7150 NW 2 Ave)",Miami,FL,25.840552,-80.200989
Brownfield,Pat's 99 Cents Store,Miami,FL,25.840087,-80.20129
Brownfield,Paved lots used for FDOT storage,Miami,FL,25.840596,-80.20574
Brownfield,"Pazer Food Corp, Cabinetry and Woodworking",Miami,FL,25.840554,-80.197802
Brownfield,PPC Pass Painting,Miami,FL,25.842117,-80.198997
Brownfield,Quicke Food Mart,Miami,FL,25.839839,-80.192776
Brownfield,Railroad Easement #1,Miami,FL,25.847517,-80.188586
Brownfield,Railroad Easement #2,Miami,FL,25.846092,-80.188513
Brownfield,Railway Easement #3 and vacant lots,Miami,FL,25.841517,-80.201804
Brownfield,Rasta Rose Nursery,Miami,FL,25.847436,-80.192434
Brownfield,Rasta Rose Plants,Miami,FL,25.847432,-80.19259
Brownfield,RC Cabinets,Miami,FL,25.840972,-80.202236
Brownfield,Reel Auto Repair Inc.,Miami,FL,25.841935,-80.197494
Brownfield,Room Service Inc.,Miami,FL,25.836674,-80.191205
Brownfield,Royal Assembly Kingdom of Elohim Inc.,Miami,FL,25.850995,-80.192571
Brownfield,RR Properties (7300 NE Miami CT),Miami,FL,25.841649,-80.199462
Brownfield,RR Properties (Parcel 0131120670260 etc),Miami,FL,25.841774,-80.200257
Brownfield,RR Properties (Parcel 0131120680100 etc),Miami,FL,25.841817,-80.196894
Brownfield,RR Properties (Parcel 0131120680300 etc),Miami,FL,25.841682,-80.197481
Brownfield,S&J Auto Sales & Repair,Miami,FL,25.840414,-80.192802
Brownfield,Sailing Rigging Services,Miami,FL,25.842094,-80.198631
Brownfield,Saint Mary's Parochial School,Miami,FL,25.842943,-80.199966
Brownfield,Selugal Clothing Inc. - Clemente Wiping Cloth,Miami,FL,25.833552,-80.188452
Brownfield,Selugal Clothing Inc. (6301 NE 4 Ave),Miami,FL,25.834301,-80.188611
Brownfield,Simco Recycling Corp,Miami,FL,25.842856,-80.194203
Brownfield,Sixty-two Street Auto Inc.,Miami,FL,25.833542,-80.188799
Brownfield,Skill Acquisition Center,Miami,FL,25.833977,-80.192588
Brownfield,"Southern Valve & Fittings, Warehouse, vacant lot",Miami,FL,25.840068,-80.201762
Brownfield,Sportailor Inc. (230 NE 65 St),Miami,FL,25.835408,-80.191377
Brownfield,Sportailor Inc. (6501 NE 2 Court),Miami,FL,25.835506,-80.190784
Brownfield,Steiner Atlantic,Miami,FL,25.836959,-80.190822
Brownfield,Tabernacle Seventh Day Advent Church,Miami,FL,25.848739,-80.191994
Brownfield,Take One Lounge; Parking Lot,Miami,FL,25.847923,-80.190367
Brownfield,Tempo Moving and Storage,Miami,FL,25.836112,-80.189955
Brownfield,"The Bakery Boys, Eglise de Dieu L'Arche De La Del.",Miami,FL,25.840196,-80.199481
Brownfield,Tile by Universal,Miami,FL,25.836261,-80.189353
Brownfield,TLC interiors & Exteriors,Miami,FL,25.83998,-80.190691
Brownfield,"Undeveloped,vegetated lot #1",Miami,FL,25.847519,-80.188463
Brownfield,"Undeveloped,vegetated lot #2",Miami,FL,25.848474,-80.191164
Brownfield,"Undeveloped,vegetated lot (379), parking lot",Miami,FL,25.846932,-80.189279
Brownfield,"Undeveloped,vegetated lot (7830 NE 3rd CT)",Miami,FL,25.847087,-80.190593
Brownfield,Unico Gas Station,Miami,FL,25.844582,-80.192448
Brownfield,"Unique Design Uniforms Inc., D?cor Metals",Miami,FL,25.836665,-80.19179
Brownfield,US Body Shops Inc,Miami,FL,25.840162,-80.200502
Brownfield,Vacant (325 NE 70 Street),Miami,FL,25.839523,-80.189816
Brownfield,Vacant (339 NE 70 Street),Miami,FL,25.839526,-80.189669
Brownfield,Vacant Bldg (parcel 01-3218-015-0790),Miami,FL,25.838543,-80.188815
Brownfield,Vacant Lot - Guerra Property,Miami,FL,25.841647,-80.195906
Brownfield,Vacant lot (40 NE 70 ST); Residence,Miami,FL,25.842785,-80.196217
Brownfield,Vacant Lot (7137); Warehouse),Miami,FL,25.84053,-80.200421
Brownfield,Vacant lot (7342); Residence (7334),Miami,FL,25.842913,-80.201901
Brownfield,"Vacant lots (257, 267 NW 73)",Miami,FL,25.842262,-80.202395
Brownfield,Vacant Lots (7300 7302 NW 3 Ave),Miami,FL,25.842286,-80.202758
Brownfield,Vacant Lots (7401 NE 1st Place),Miami,FL,25.843085,-80.193374
Brownfield,Vacant undeveloped lot (Miami Dade Cty),Miami,FL,25.840487,-80.202572
Brownfield,Vacant Warehouse (7300 NW 2 Ave),Miami,FL,25.842097,-80.200969
Brownfield,Valero Gas StatioN; Vacant lot (0131120690195),Miami,FL,25.841431,-80.196287
Brownfield,"Valetone Dry Cleaners, Barber Shop, Travel Agency",Miami,FL,25.84736,-80.190856
Brownfield,Van Teal,Miami,FL,25.841508,-80.189761
Brownfield,Vegetated lot (130 NE 75 St),Miami,FL,25.841854,-80.20092
Brownfield,Vegetated lot (130 NE 75 St),Miami,FL,25.843589,-80.194789
Brownfield,Vegetated lot (238 NW 75 St_),Miami,FL,25.843278,-80.201716
Brownfield,Vegetated lot (401 NW 71 Street),Miami,FL,25.840697,-80.203077
Brownfield,Vegetated lot (7142 NE 2 Ave),Miami,FL,25.840919,-80.192817
Brownfield,Vegetated lot (7150 NW 3 Ave),Miami,FL,25.840646,-80.202579
Brownfield,Vegetated lot (7160 NW 3 Ave),Miami,FL,25.840765,-80.202522
Brownfield,Vegetated lot (7161 NW 1 Court),Miami,FL,25.840987,-80.199436
Brownfield,Vegetated lot (7212 NW 1 Court,Miami,FL,25.841219,-80.200029
