OPD ID,OCS Block,OCS Block Label
NG16-09,99,99
NG16-07,118,118
NG17-07,120,120
NG15-09,96,96
NG16-09,98,98
NG16-07,119,119
NG17-07,121,121
NG15-09,95,95
NG16-09,97,97
NG17-07,122,122
NG16-07,120,120
NG15-09,94,94
NG16-09,96,96
NG17-07,123,123
NG16-07,121,121
NG15-09,93,93
NG16-09,95,95
NG17-07,124,124
NG16-07,122,122
NG15-09,92,92
NG16-09,94,94
NG17-07,125,125
NG16-07,123,123
NG15-09,91,91
NG16-09,93,93
NG17-07,126,126
NG16-07,124,124
NG15-09,90,90
NG16-09,92,92
NG17-07,127,127
NG16-07,125,125
NG15-09,89,89
NG16-09,91,91
NG17-07,128,128
NG16-07,126,126
NG15-08,129,129
NG16-08,129,129
NG17-07,129,129
NG16-07,127,127
NG15-08,128,128
NG16-08,128,128
NG17-07,130,130
NG16-07,128,128
NG15-08,127,127
NG16-08,127,127
NG16-07,129,129
NG17-07,131,131
NG15-08,126,126
NG16-08,126,126
NG17-08,89,89
NG16-08,89,89
NG15-08,125,125
NG16-08,125,125
NG16-08,90,90
NG15-08,124,124
NG16-08,124,124
NG16-08,91,91
NG15-08,123,123
NG16-08,123,123
NG16-08,92,92
NG15-08,122,122
NG16-08,122,122
NG16-08,93,93
NG15-08,121,121
NG16-08,121,121
NG16-08,94,94
NG15-08,120,120
NG16-08,120,120
NG16-08,95,95
NG15-08,119,119
NG16-08,119,119
NG16-08,96,96
NG15-08,118,118
NG16-08,118,118
NG16-08,97,97
NG15-08,117,117
NG16-08,117,117
NG16-08,98,98
NG15-08,116,116
NG16-08,116,116
NG16-08,99,99
NG15-08,115,115
NG16-08,115,115
NG16-08,100,100
NG15-08,114,114
NG16-08,114,114
NG16-08,101,101
NG15-08,113,113
NG16-08,113,113
NG16-08,102,102
NG15-08,112,112
NG16-08,112,112
NG15-08,103,103
NG16-08,103,103
NG15-08,111,111
NG16-08,111,111
NG15-08,104,104
NG16-08,104,104
NG15-08,110,110
NG16-08,110,110
NG15-08,105,105
NG16-08,105,105
NG15-08,109,109
NG16-08,109,109
NG15-08,106,106
NG16-08,106,106
NG15-08,107,107
NG15-08,108,108
NG16-08,107,107
NG16-08,108,108
NG15-09,87,87
NG15-09,86,86
NG15-09,85,85
NG16-09,86,86
NG15-09,84,84
NG16-09,85,85
NG17-07,45,45
NG15-09,83,83
NG16-09,84,84
NG17-07,46,46
NG15-09,82,82
NG16-09,83,83
NG16-07,45,45
NG17-07,47,47
NG15-09,81,81
NG16-09,82,82
NG16-07,46,46
NG17-07,48,48
NG15-09,80,80
NG16-09,81,81
NG16-07,47,47
NG17-07,49,49
NG15-09,79,79
NG16-09,80,80
NG16-07,48,48
NG17-07,50,50
NG15-09,78,78
NG16-09,79,79
NG16-07,49,49
NG17-07,51,51
NG15-09,77,77
NG16-09,78,78
NG16-07,50,50
NG17-07,52,52
NG15-09,76,76
NG16-09,77,77
NG16-07,51,51
NG17-07,53,53
NG15-09,75,75
NG16-09,76,76
NG16-07,52,52
NG17-07,54,54
NG15-09,74,74
NG16-09,75,75
NG16-07,53,53
NG17-07,55,55
NG15-09,73,73
NG16-09,74,74
NG16-07,54,54
NG17-07,56,56
NG15-09,72,72
NG16-09,73,73
NG16-07,55,55
NG17-07,57,57
NG15-09,71,71
NG16-09,72,72
NG16-07,56,56
NG17-07,58,58
NG16-09,71,71
NG15-09,70,70
NG16-07,57,57
NG17-07,59,59
NG15-09,69,69
NG16-09,70,70
NG16-07,58,58
NG17-07,60,60
NG16-09,69,69
NG15-09,68,68
NG16-07,59,59
NG17-07,61,61
NG15-09,67,67
NG16-09,68,68
NG16-07,60,60
NG17-07,62,62
NG15-09,66,66
NG16-09,67,67
NG16-07,61,61
NG17-07,63,63
NG15-09,65,65
NG16-09,66,66
NG16-07,62,62
NG17-07,64,64
NG15-09,64,64
NG16-09,65,65
NG16-07,63,63
NG17-07,65,65
NG15-09,63,63
NG16-09,64,64
NG16-07,64,64
NG17-07,66,66
NG15-09,62,62
NG16-09,63,63
NG16-07,65,65
NG17-07,67,67
NG15-09,61,61
NG16-09,62,62
NG16-07,66,66
NG17-07,68,68
NG15-09,60,60
NG16-09,61,61
NG16-07,67,67
NG17-07,69,69
NG15-09,59,59
NG16-09,60,60
NG16-07,68,68
NG17-07,70,70
NG15-09,58,58
NG16-09,59,59
NG16-07,69,69
NG17-07,71,71
NG15-09,57,57
NG16-09,58,58
NG16-07,70,70
NG17-07,72,72
NG15-09,56,56
NG16-09,57,57
NG16-07,71,71
NG17-07,73,73
NG15-09,55,55
NG16-09,56,56
NG16-07,72,72
NG17-07,74,74
NG15-09,54,54
NG16-09,55,55
NG16-07,73,73
NG17-07,75,75
NG15-09,53,53
NG16-09,54,54
NG16-07,74,74
NG17-07,76,76
NG15-09,52,52
NG16-09,53,53
NG16-07,75,75
NG17-07,77,77
NG15-09,51,51
NG16-09,52,52
NG16-07,76,76
NG17-07,78,78
NG15-09,50,50
NG16-09,51,51
NG16-07,77,77
NG17-07,79,79
NG15-09,49,49
NG16-09,50,50
NG17-07,80,80
NG16-07,78,78
NG15-09,48,48
NG16-09,49,49
NG16-07,79,79
NG17-07,81,81
NG15-09,47,47
NG16-09,48,48
NG16-07,80,80
NG17-07,82,82
NG15-09,46,46
NG16-09,47,47
NG17-07,83,83
NG16-07,81,81
NG15-09,45,45
NG16-09,46,46
NG17-07,84,84
NG16-07,82,82
NG15-08,85,85
NG16-08,85,85
NG16-07,83,83
NG17-07,85,85
NG15-08,84,84
NG16-08,84,84
NG17-07,86,86
NG16-07,84,84
NG15-08,83,83
NG16-08,83,83
NG17-07,87,87
NG16-07,85,85
NG15-08,82,82
NG16-08,82,82
NG16-08,45,45
NG15-08,81,81
NG16-08,81,81
NG16-08,46,46
NG15-08,80,80
NG16-08,80,80
NG16-08,47,47
NG15-08,79,79
NG16-08,79,79
NG16-08,48,48
NG15-08,78,78
NG16-08,78,78
NG16-08,49,49
NG15-08,77,77
NG16-08,77,77
NG16-08,50,50
NG15-08,76,76
NG16-08,76,76
NG16-08,51,51
NG15-08,75,75
NG16-08,75,75
NG16-08,52,52
NG15-08,74,74
NG16-08,74,74
NG16-08,53,53
NG15-08,73,73
NG16-08,73,73
NG16-08,54,54
NG15-08,72,72
NG16-08,72,72
NG16-08,55,55
NG15-08,71,71
NG16-08,71,71
NG16-08,56,56
NG15-08,70,70
NG16-08,70,70
NG15-08,57,57
NG16-08,57,57
NG15-08,69,69
NG16-08,69,69
NG15-08,58,58
NG16-08,58,58
NG15-08,68,68
NG16-08,68,68
NG15-08,59,59
NG16-08,59,59
NG15-08,67,67
NG16-08,67,67
NG15-08,60,60
NG16-08,60,60
NG15-08,66,66
NG16-08,66,66
NG15-08,61,61
NG16-08,61,61
NG15-08,65,65
NG16-08,65,65
NG15-08,62,62
NG16-08,62,62
NG15-08,63,63
NG15-08,64,64
NG16-08,63,63
NG16-08,64,64
NG15-09,43,43
NG15-09,42,42
NG15-09,41,41
NG16-09,41,41
NG15-09,40,40
NG16-09,40,40
NG17-07,1,1
NG15-09,39,39
NG16-09,39,39
NG17-07,2,2
NG15-09,38,38
NG16-09,38,38
NG16-07,1,1
NG17-07,3,3
NG15-09,37,37
NG16-09,37,37
NG16-07,2,2
NG17-07,4,4
NG15-09,36,36
NG16-09,36,36
NG16-07,3,3
NG17-07,5,5
NG15-09,35,35
NG16-09,35,35
NG16-07,4,4
NG17-07,6,6
NG15-09,34,34
NG16-09,34,34
NG16-07,5,5
NG17-07,7,7
NG15-09,33,33
NG16-09,33,33
NG17-07,8,8
NG16-07,6,6
NG15-09,32,32
NG16-09,32,32
NG16-07,7,7
NG17-07,9,9
NG15-09,31,31
NG16-09,31,31
NG16-07,8,8
NG17-07,10,10
NG15-09,30,30
NG16-09,30,30
NG16-07,9,9
NG17-07,11,11
NG15-09,29,29
NG16-09,29,29
NG16-07,10,10
NG17-07,12,12
NG15-09,28,28
NG16-09,28,28
NG16-07,11,11
NG17-07,13,13
NG15-09,27,27
NG16-09,27,27
NG16-07,12,12
NG17-07,14,14
NG15-09,26,26
NG16-09,26,26
NG16-07,13,13
NG17-07,15,15
NG15-09,25,25
NG16-09,25,25
NG16-07,14,14
NG17-07,16,16
NG15-09,24,24
NG16-09,24,24
NG16-07,15,15
NG17-07,17,17
NG15-09,23,23
NG16-09,23,23
NG16-07,16,16
NG17-07,18,18
NG15-09,22,22
NG16-09,22,22
NG16-07,17,17
NG17-07,19,19
NG15-09,21,21
NG16-09,21,21
NG17-07,20,20
NG16-07,18,18
NG15-09,20,20
NG16-09,20,20
NG16-07,19,19
NG17-07,21,21
NG15-09,19,19
NG16-09,19,19
NG17-07,22,22
NG16-07,20,20
NG15-09,18,18
NG16-09,18,18
NG16-07,21,21
NG17-07,23,23
NG15-09,17,17
NG16-09,17,17
NG17-07,24,24
NG16-07,22,22
NG15-09,16,16
NG16-09,16,16
NG17-07,25,25
NG16-07,23,23
NG15-09,15,15
NG16-09,15,15
NG16-07,24,24
NG17-07,26,26
NG15-09,14,14
NG16-09,14,14
NG16-07,25,25
NG17-07,27,27
NG15-09,13,13
NG16-09,13,13
NG16-07,26,26
NG17-07,28,28
NG15-09,12,12
NG16-09,12,12
NG16-07,27,27
NG17-07,29,29
NG15-09,11,11
NG16-09,11,11
NG16-07,28,28
NG17-07,30,30
NG15-09,10,10
NG16-09,10,10
NG17-07,31,31
NG16-07,29,29
NG15-09,9,9
NG16-09,9,9
NG16-07,30,30
NG17-07,32,32
NG15-09,8,8
NG16-09,8,8
NG17-07,33,33
NG16-07,31,31
NG15-09,7,7
NG16-09,7,7
NG16-07,32,32
NG17-07,34,34
NG15-09,6,6
NG16-09,6,6
NG16-07,33,33
NG17-07,35,35
NG15-09,5,5
NG16-09,5,5
NG16-07,34,34
NG17-07,36,36
NG15-09,4,4
NG16-09,4,4
NG17-07,37,37
NG16-07,35,35
NG15-09,3,3
NG16-09,3,3
NG16-07,36,36
NG17-07,38,38
NG15-09,2,2
NG16-09,2,2
NG17-07,39,39
NG16-07,37,37
NG15-09,1,1
NG16-09,1,1
NG17-07,40,40
NG16-07,38,38
NG15-08,41,41
NG16-08,41,41
NG17-07,41,41
NG16-07,39,39
NG15-08,40,40
NG16-08,40,40
NG16-07,40,40
NG17-07,42,42
NG15-08,39,39
NG16-08,39,39
NG17-07,43,43
NG16-07,41,41
NG15-08,38,38
NG16-08,38,38
NG16-08,1,1
NG15-08,37,37
NG16-08,37,37
NG16-08,2,2
NG15-08,36,36
NG16-08,36,36
NG16-08,3,3
NG15-08,35,35
NG16-08,35,35
NG16-08,4,4
NG15-08,34,34
NG16-08,34,34
NG16-08,5,5
NG15-08,33,33
NG16-08,33,33
NG16-08,6,6
NG15-08,32,32
NG16-08,32,32
NG16-08,7,7
NG15-08,31,31
NG16-08,31,31
NG16-08,8,8
NG15-08,30,30
NG16-08,30,30
NG16-08,9,9
NG15-08,29,29
NG16-08,29,29
NG16-08,10,10
NG15-08,28,28
NG16-08,28,28
NG15-08,11,11
NG16-08,11,11
NG15-08,27,27
NG16-08,27,27
NG15-08,12,12
NG16-08,12,12
NG15-08,26,26
NG16-08,26,26
NG15-08,13,13
NG16-08,13,13
NG15-08,25,25
NG16-08,25,25
NG15-08,14,14
NG16-08,14,14
NG15-08,24,24
NG16-08,24,24
NG15-08,15,15
NG16-08,15,15
NG15-08,23,23
NG16-08,23,23
NG15-08,16,16
NG16-08,16,16
NG15-08,22,22
NG16-08,22,22
NG15-08,17,17
NG16-08,17,17
NG15-08,21,21
NG16-08,21,21
NG15-08,18,18
NG16-08,18,18
NG15-08,19,19
NG15-08,20,20
NG16-08,19,19
NG16-08,20,20
NG15-06,1011,1011
NG15-06,1010,1010
NG16-06,1009,1009
NG15-06,1009,1009
NG15-06,1008,1008
NG16-06,1008,1008
NG17-04,969,969
NG15-06,1007,1007
NG16-06,1007,1007
NG17-04,970,970
NG15-06,1006,1006
NG16-06,1006,1006
NG16-04,969,969
NG17-04,971,971
NG15-06,1005,1005
NG16-06,1005,1005
NG16-04,970,970
NG17-04,972,972
NG15-06,1004,1004
NG16-06,1004,1004
NG16-04,971,971
NG17-04,973,973
NG15-06,1003,1003
NG16-06,1003,1003
NG16-04,972,972
NG17-04,974,974
NG15-06,1002,1002
NG16-06,1002,1002
NG16-04,973,973
NG17-04,975,975
NG15-06,1001,1001
NG16-06,1001,1001
NG16-04,974,974
NG17-04,976,976
NG15-06,1000,1000
NG16-06,1000,1000
NG16-04,975,975
NG17-04,977,977
NG16-06,999,999
NG15-06,999,999
NG17-04,978,978
NG16-04,976,976
NG15-06,998,998
NG16-06,998,998
NG16-04,977,977
NG17-04,979,979
NG15-06,997,997
NG16-06,997,997
NG16-04,978,978
NG17-04,980,980
NG15-06,996,996
NG16-06,996,996
NG16-04,979,979
NG17-04,981,981
NG15-06,995,995
NG16-06,995,995
NG16-04,980,980
NG17-04,982,982
NG16-06,994,994
NG15-06,994,994
NG16-04,981,981
NG17-04,983,983
NG15-06,993,993
NG16-06,993,993
NG16-04,982,982
NG17-04,984,984
NG15-06,992,992
NG16-06,992,992
NG16-04,983,983
NG17-04,985,985
NG14-06,992,992
NG15-06,991,991
NG16-06,991,991
NG17-04,986,986
NG16-04,984,984
NG14-06,991,991
NG15-06,990,990
NG16-06,990,990
NG16-04,985,985
NG17-04,987,987
NG14-06,990,990
NG15-06,989,989
NG16-06,989,989
NG16-04,986,986
NG17-04,988,988
NG14-06,989,989
NG15-06,988,988
NG16-06,988,988
NG16-04,987,987
NG17-04,989,989
NG15-06,987,987
NG16-06,987,987
NG16-04,988,988
NG17-04,990,990
NG15-06,986,986
NG16-06,986,986
NG16-04,989,989
NG17-04,991,991
NG16-06,985,985
NG15-06,985,985
NG16-04,990,990
NG17-04,992,992
NG15-06,984,984
NG16-06,984,984
NG16-04,991,991
NG17-04,993,993
NG15-06,983,983
NG16-06,983,983
NG15-04,992,992
NG16-04,992,992
NG17-04,994,994
NG15-06,982,982
NG16-06,982,982
NG14-06,948,948
NG15-04,993,993
NG16-04,993,993
NG17-04,995,995
NG15-06,981,981
NG16-06,981,981
NG14-06,947,947
NG15-04,994,994
NG16-04,994,994
NG17-04,996,996
NG15-06,980,980
NG16-06,980,980
NG14-06,946,946
NG15-04,995,995
NG17-04,997,997
NG16-04,995,995
NG15-06,979,979
NG16-06,979,979
NG14-06,945,945
NG15-04,996,996
NG16-04,996,996
NG17-04,998,998
NG15-06,978,978
NG16-06,978,978
NG15-04,997,997
NG16-04,997,997
NG17-04,999,999
NG15-06,977,977
NG16-06,977,977
NG15-04,998,998
NG16-04,998,998
NG17-04,1000,1000
NG15-06,976,976
NG16-06,976,976
NG15-04,999,999
NG16-04,999,999
NG17-04,1001,1001
NG15-06,975,975
NG16-06,975,975
NG15-04,1000,1000
NG16-04,1000,1000
NG17-04,1002,1002
NG15-06,974,974
NG16-06,974,974
NG15-04,1001,1001
NG16-04,1001,1001
NG17-04,1003,1003
NG15-06,973,973
NG16-06,973,973
NG15-04,1002,1002
NG16-04,1002,1002
NG17-04,1004,1004
NG15-06,972,972
NG16-06,972,972
NG15-04,1003,1003
NG16-04,1003,1003
NG17-04,1005,1005
NG15-06,971,971
NG16-06,971,971
NG15-04,1004,1004
NG16-04,1004,1004
NG17-04,1006,1006
NG15-06,970,970
NG16-06,970,970
NG15-04,1005,1005
NG16-04,1005,1005
NG17-04,1007,1007
NG15-06,969,969
NG16-06,969,969
NG15-04,1006,1006
NG16-04,1006,1006
NG17-04,1008,1008
NG15-05,1009,1009
NG16-05,1009,1009
NG15-04,1007,1007
NG16-04,1007,1007
NG17-04,1009,1009
NG15-05,1008,1008
NG16-05,1008,1008
NG15-04,1008,1008
NG17-04,1010,1010
NG16-04,1008,1008
NG15-05,1007,1007
NG16-05,1007,1007
NG15-04,1009,1009
NG16-04,1009,1009
NG17-04,1011,1011
NG15-05,1006,1006
NG16-05,1006,1006
NG15-05,969,969
NG16-05,969,969
NG15-05,1005,1005
NG16-05,1005,1005
NG15-05,970,970
NG16-05,970,970
NG15-05,1004,1004
NG16-05,1004,1004
NG15-05,971,971
NG16-05,971,971
NG15-05,1003,1003
NG16-05,1003,1003
NG15-05,972,972
NG16-05,972,972
NG15-05,1002,1002
NG16-05,1002,1002
NG15-05,973,973
NG16-05,973,973
NG15-05,1001,1001
NG16-05,1001,1001
NG15-05,974,974
NG16-05,974,974
NG15-05,1000,1000
NG16-05,1000,1000
NG15-05,975,975
NG16-05,975,975
NG15-05,999,999
NG16-05,999,999
NG15-05,976,976
NG16-05,976,976
NG15-05,998,998
NG16-05,998,998
NG15-05,977,977
NG16-05,977,977
NG15-05,997,997
NG16-05,997,997
NG15-05,978,978
NG16-05,978,978
NG15-05,996,996
NG16-05,996,996
NG15-05,979,979
NG16-05,979,979
NG15-05,995,995
NG16-05,995,995
NG15-05,980,980
NG16-05,980,980
NG15-05,994,994
NG16-05,994,994
NG15-05,981,981
NG16-05,981,981
NG15-05,993,993
NG16-05,993,993
NG15-05,982,982
NG16-05,982,982
NG15-05,992,992
NG16-05,992,992
NG15-05,983,983
NG16-05,983,983
NG15-05,991,991
NG16-05,991,991
NG15-05,984,984
NG16-05,984,984
NG15-05,990,990
NG16-05,990,990
NG15-05,985,985
NG16-05,985,985
NG15-05,989,989
NG16-05,989,989
NG15-05,986,986
NG16-05,986,986
NG15-05,987,987
NG15-05,988,988
NG16-05,987,987
NG16-05,988,988
NG14-06,968,968
NG15-06,967,967
NG14-06,967,967
NG15-06,966,966
NG14-06,966,966
NG15-06,965,965
NG16-06,965,965
NG14-06,965,965
NG15-06,964,964
NG16-06,964,964
NG17-04,925,925
NG14-06,964,964
NG16-06,963,963
NG15-06,963,963
NG17-04,926,926
NG14-06,963,963
NG15-06,962,962
NG16-06,962,962
NG15-04,925,925
NG16-04,925,925
NG17-04,927,927
NG14-06,962,962
NG15-06,961,961
NG16-06,961,961
NG15-04,926,926
NG17-04,928,928
NG16-04,926,926
NG14-06,961,961
NG15-06,960,960
NG16-06,960,960
NG15-04,927,927
NG16-04,927,927
NG17-04,929,929
NG14-06,960,960
NG15-06,959,959
NG16-06,959,959
NG15-04,928,928
NG16-04,928,928
NG17-04,930,930
NG14-06,959,959
NG15-06,958,958
NG16-06,958,958
NG16-04,934,934
NG14-06,958,958
NG15-04,929,929
NG17-04,931,931
NG16-04,929,929
NG15-06,957,957
NG16-06,957,957
NG15-04,930,930
NG16-04,930,930
NG17-04,932,932
NG15-06,956,956
NG16-06,956,956
NG15-04,931,931
NG17-04,933,933
NG16-04,931,931
NG15-06,955,955
NG16-06,955,955
NG15-04,932,932
NG16-04,932,932
NG17-04,934,934
NG16-06,954,954
NG15-06,954,954
NG15-04,933,933
NG16-04,933,933
NG17-04,935,935
NG15-06,953,953
NG16-06,953,953
NG15-04,934,934
NG17-04,936,936
NG15-06,952,952
NG16-06,952,952
NG15-04,935,935
NG16-04,935,935
NG17-04,937,937
NG15-06,951,951
NG16-06,951,951
NG15-04,936,936
NG16-04,936,936
NG17-04,938,938
NG15-06,950,950
NG16-06,950,950
NG15-04,937,937
NG16-04,937,937
NG17-04,939,939
NG15-06,949,949
NG16-06,949,949
NG15-04,938,938
NG16-04,938,938
NG17-04,940,940
NG15-06,948,948
NG16-06,948,948
TX1A,A  90,A90
NG15-04,939,939
NG16-04,939,939
NG17-04,941,941
NG15-06,947,947
NG16-06,947,947
TX1A,A  89,A89
NG15-04,940,940
NG16-04,940,940
NG17-04,942,942
NG15-06,946,946
NG16-06,946,946
TX1A,A  87,A87
NG15-04,941,941
NG16-04,941,941
NG17-04,943,943
NG15-06,945,945
NG16-06,945,945
TX1A,A  86,A86
NG15-04,942,942
NG16-04,942,942
NG17-04,944,944
NG15-06,944,944
NG16-06,944,944
TX1A,A  85,A85
NG15-04,943,943
NG16-04,943,943
NG17-04,945,945
NG15-06,943,943
NG16-06,943,943
TX1A,A  84,A84
NG15-04,944,944
NG16-04,944,944
NG17-04,946,946
NG15-06,942,942
NG16-06,942,942
TX1A,1159,1159
NG15-04,945,945
NG16-04,945,945
NG17-04,947,947
NG15-06,941,941
NG16-06,941,941
TX1A,1160,1160
NG15-04,946,946
NG16-04,946,946
NG17-04,948,948
NG15-06,940,940
NG16-06,940,940
TX1A,1161,1161
NG15-04,947,947
NG17-04,949,949
NG16-04,947,947
NG15-06,939,939
NG16-06,939,939
TX1A,1162,1162
NG15-04,948,948
NG17-04,950,950
NG16-04,948,948
NG15-06,938,938
NG16-06,938,938
TX1,1163,1163
NG15-04,949,949
NG16-04,949,949
NG17-04,951,951
NG15-06,937,937
NG16-06,937,937
TX1,1164,1164
NG15-04,950,950
NG17-04,952,952
NG16-04,950,950
NG15-06,936,936
NG16-06,936,936
TX1,1165,1165
NG15-04,951,951
NG16-04,951,951
NG17-04,953,953
NG15-06,935,935
NG16-06,935,935
TX1,1166,1166
NG15-04,952,952
NG16-04,952,952
NG17-04,954,954
NG15-06,934,934
NG16-06,934,934
NG15-04,953,953
NG16-04,953,953
NG17-04,955,955
NG15-06,933,933
NG16-06,933,933
NG15-04,954,954
NG16-04,954,954
NG17-04,956,956
NG15-06,932,932
NG16-06,932,932
NG15-04,955,955
NG17-04,957,957
NG16-04,955,955
NG15-06,931,931
NG16-06,931,931
NG15-04,956,956
NG17-04,958,958
NG16-04,956,956
NG15-06,930,930
NG16-06,930,930
NG15-04,957,957
NG16-04,957,957
NG17-04,959,959
NG15-06,929,929
NG16-06,929,929
NG15-04,958,958
NG16-04,958,958
NG17-04,960,960
NG15-06,928,928
NG16-06,928,928
NG15-04,959,959
NG17-04,961,961
NG16-04,959,959
NG15-06,927,927
NG16-06,927,927
NG15-04,960,960
NG17-04,962,962
NG16-04,960,960
NG15-06,926,926
NG16-06,926,926
NG15-04,961,961
NG16-04,961,961
NG17-04,963,963
NG15-06,925,925
NG16-06,925,925
NG15-04,962,962
NG17-04,964,964
NG16-04,962,962
NG15-05,965,965
NG16-05,965,965
NG15-04,963,963
NG17-04,965,965
NG16-04,963,963
NG15-05,964,964
NG16-05,964,964
NG15-04,964,964
NG16-04,964,964
NG17-04,966,966
NG15-05,963,963
NG16-05,963,963
NG15-04,965,965
NG16-04,965,965
NG15-05,962,962
NG16-05,962,962
NG15-05,925,925
NG16-05,925,925
NG15-05,961,961
NG16-05,961,961
NG15-05,926,926
NG16-05,926,926
NG15-05,960,960
NG16-05,960,960
NG15-05,927,927
NG16-05,927,927
NG15-05,959,959
NG16-05,959,959
NG15-05,928,928
NG16-05,928,928
NG15-05,958,958
NG16-05,958,958
NG15-05,929,929
NG16-05,929,929
NG15-05,957,957
NG16-05,957,957
NG15-05,930,930
NG16-05,930,930
NG15-05,956,956
NG16-05,956,956
NG15-05,931,931
NG16-05,931,931
NG15-05,955,955
NG16-05,955,955
NG15-05,932,932
NG16-05,932,932
NG15-05,954,954
NG16-05,954,954
NG15-05,933,933
NG16-05,933,933
NG15-05,953,953
NG16-05,953,953
NG15-05,934,934
NG16-05,934,934
NG15-05,952,952
NG16-05,952,952
NG15-05,935,935
NG16-05,935,935
NG15-05,951,951
NG16-05,951,951
NG15-05,936,936
NG16-05,936,936
NG15-05,950,950
NG16-05,950,950
NG15-05,937,937
NG16-05,937,937
NG15-05,949,949
NG16-05,949,949
NG15-05,938,938
NG16-05,938,938
NG15-05,948,948
NG16-05,948,948
NG15-05,939,939
NG16-05,939,939
NG15-05,947,947
NG16-05,947,947
NG15-05,940,940
NG16-05,940,940
NG15-05,946,946
NG16-05,946,946
NG15-05,941,941
NG16-05,941,941
NG15-05,945,945
NG16-05,945,945
NG15-05,942,942
NG16-05,942,942
NG15-05,943,943
NG15-05,944,944
NG16-05,943,943
NG16-05,944,944
NG14-06,924,924
NG15-06,923,923
NG14-06,923,923
NG15-06,922,922
NG14-06,922,922
NG15-06,921,921
NG16-06,921,921
NG14-06,921,921
NG15-06,920,920
NG16-06,920,920
NG17-04,881,881
NG14-06,920,920
NG15-06,919,919
NG16-06,919,919
NG17-04,882,882
NG14-06,919,919
NG15-06,918,918
NG16-06,918,918
NG15-04,881,881
NG17-04,883,883
NG16-04,881,881
NG14-06,918,918
NG15-06,917,917
NG16-06,917,917
NG15-04,882,882
NG17-04,884,884
NG16-04,882,882
NG14-06,917,917
NG15-06,916,916
NG16-06,916,916
NG15-04,883,883
NG16-04,883,883
NG17-04,885,885
NG14-06,916,916
NG15-06,915,915
NG16-06,915,915
NG15-04,884,884
NG16-04,884,884
NG17-04,886,886
NG14-06,915,915
NG15-06,914,914
NG16-06,914,914
NG14-06,914,914
NG15-04,885,885
NG17-04,887,887
NG16-04,885,885
NG15-06,913,913
NG16-06,913,913
NG15-04,886,886
NG16-04,886,886
NG17-04,888,888
NG15-06,912,912
NG16-06,912,912
NG15-04,887,887
NG16-04,887,887
NG17-04,889,889
NG15-06,911,911
NG16-06,911,911
NG15-04,888,888
NG17-04,890,890
NG16-04,888,888
NG15-06,910,910
NG16-06,910,910
NG15-04,889,889
NG16-04,889,889
NG17-04,891,891
NG15-06,909,909
NG16-06,909,909
NG15-04,890,890
NG16-04,890,890
NG17-04,892,892
NG15-06,908,908
NG16-06,908,908
NG15-04,891,891
NG17-04,893,893
NG16-04,891,891
NG15-06,907,907
NG16-06,907,907
NG15-04,892,892
NG16-04,892,892
NG17-04,894,894
NG15-06,906,906
NG16-06,906,906
NG15-04,893,893
NG16-04,893,893
NG17-04,895,895
NG15-06,905,905
NG16-06,905,905
NG15-04,894,894
NG17-04,896,896
NG16-04,894,894
NG15-06,904,904
NG16-06,904,904
TX1A,A  78,A78
NG15-04,895,895
NG17-04,897,897
NG16-04,895,895
NG15-06,903,903
NG16-06,903,903
TX1A,A  79,A79
NG15-04,896,896
NG16-04,896,896
NG17-04,898,898
NG15-06,902,902
NG16-06,902,902
TX1A,A  80,A80
NG15-04,897,897
NG16-04,897,897
NG17-04,899,899
NG15-06,901,901
NG16-06,901,901
TX1A,A  81,A81
NG15-04,898,898
NG16-04,898,898
NG17-04,900,900
NG15-06,900,900
NG16-06,900,900
TX1A,A  82,A82
NG15-04,899,899
NG17-04,901,901
NG16-04,899,899
NG15-06,899,899
NG16-06,899,899
TX1A,A  83,A83
NG15-04,900,900
NG16-04,900,900
NG17-04,902,902
NG15-06,898,898
NG16-06,898,898
TX1A,1158,1158
NG15-04,901,901
NG16-04,901,901
NG17-04,903,903
NG15-06,897,897
NG16-06,897,897
TX1A,1157,1157
NG15-04,902,902
NG16-04,902,902
NG17-04,904,904
NG15-06,896,896
NG16-06,896,896
TX1A,1156,1156
NG15-04,903,903
NG17-04,905,905
NG16-04,903,903
NG15-06,895,895
NG16-06,895,895
TX1A,1155,1155
NG15-04,904,904
NG17-04,906,906
NG16-04,904,904
NG15-06,894,894
NG16-06,894,894
TX1,1154,1154
NG15-04,905,905
NG16-04,905,905
NG17-04,907,907
NG15-06,893,893
NG16-06,893,893
TX1,1153,1153
NG15-04,906,906
NG17-04,908,908
NG16-04,906,906
NG15-06,892,892
NG16-06,892,892
TX1,1152,1152
NG15-04,907,907
NG16-04,907,907
NG17-04,909,909
NG15-06,891,891
NG16-06,891,891
TX1,1151,1151
NG15-04,908,908
NG17-04,910,910
NG16-04,908,908
NG15-06,890,890
NG16-06,890,890
NG15-04,909,909
NG17-04,911,911
NG16-04,909,909
NG15-06,889,889
NG16-06,889,889
NG15-04,910,910
NG16-04,910,910
NG17-04,912,912
NG15-06,888,888
NG16-06,888,888
NG15-04,911,911
NG17-04,913,913
NG16-04,911,911
NG15-06,887,887
NG16-06,887,887
NG15-04,912,912
NG16-04,912,912
NG17-04,914,914
NG15-06,886,886
NG16-06,886,886
NG15-04,913,913
NG16-04,913,913
NG17-04,915,915
NG15-06,885,885
